,0,1
195,"('R4291;R1538', 'R2153', 'R2264')",8.597126407731717e-06
196,"('R4291;R1538', 'R2153', 'R3521')",4.45182843777946e-05
197,"('R4291;R1538', 'R1993', 'R3945')",1.487877792510159e-05
198,"('R4291;R1538', 'R2752', 'R2389')",8.029463323309122e-05
199,"('R4291;R1538', 'R3935', 'R2389')",0.00755636486424879
200,"('R4291;R1538', 'R2389', 'R2752')",0.007546516916073545
201,"('R4291;R1538', 'R1993', 'R1992')",1.5758741450727937e-05
202,"('R4291;R1538', 'R2264', 'R2153')",8.349279261871875e-06
203,"('R4291;R1538', 'R3945', 'R1993')",4.939178549638541e-05
204,"('R4291;R1538', 'R1321', 'R3521')",7.487074983400022e-05
205,"('R4291;R1538', 'R2264', 'R4114')",0.0040629581851050305
206,"('R4291;R1538', 'R4114', 'R2264')",3.886985626402641e-06
207,"('R4291;R1538', 'R3521', 'R4130')",309.30651302111056
208,"('R4291;R1538', 'R3521', 'R4114')",305.9863778011081
209,"('R4291;R1538', 'R4114', 'R3521')",6.116497911126167e-06
210,"('R4291;R1538', 'R3521', 'R2153')",3.790055773413481e-05
211,"('R4291;R1538', 'R3521', 'R1321')",3.9844934832010664e-05
212,"('R4291;R1538', 'R4272', 'R2153')",4.173188176035818e-05
213,"('R4291;R1538', 'R4272', 'R1321')",4.4195842707066434e-05
214,"('R4291;R1538', 'R1992', 'R1993')",6.004744348771154e-05
215,"('R4291;R1538', 'R2153', 'R4272')",3.8326911036693e-05
216,"('R4291;R1538', 'R4272', 'R4130')",317.7666453146744
217,"('R4291;R1538', 'R1321', 'R4272')",5.892687384583133e-05
218,"('R4291;R1538', 'R2428', 'R3935')",0.9643502050478856
219,"('R4291;R1538', 'R3240', 'R1334')",0.0021311709362911726
220,"('R4291;R1538', 'R1334', 'R2264')",3.118522158486815e-05
221,"('R4291;R1538', 'R3457', 'R2752')",0.6361985491351208
222,"('R4291;R1538', 'R1334', 'R3240')",0.00011828894534475276
223,"('R4291;R1538', 'R2752', 'R3457')",5.435071494694021e-05
224,"('R4291;R1538', 'R3715', 'R1321')",0.13113891670425645
225,"('R4291;R1538', 'R4063', 'R4291')",8.913226920238558e-07
226,"('R4291;R1538', 'R2264', 'R1993')",9.359380220617811e-06
227,"('R4291;R1538', 'R1321', 'R3715')",1.3307896723384156e-05
228,"('R4291;R1538', 'R3595', 'R2428')",1.652527164617949e-05
229,"('R4291;R1538', 'R1123', 'R3457')",0.12302738153204029
230,"('R4291;R1538', 'R1093', 'R2226')",0.04207822102724988
231,"('R4291;R1538', 'R1434', 'R1334')",0.001059718053905034
232,"('R4291;R1538', 'R3457', 'R1123')",0.0004179403886910055
233,"('R4291;R1538', 'R4063', 'R2153')",0.0006188724080686374
234,"('R4291;R1538', 'R2226', 'R1093')",0.0013920910092809374
235,"('R4291;R1538', 'R3935', 'R2428')",0.0010826736760503552
236,"('R4291;R1538', 'R4272', 'R4114')",236.78996120286894
237,"('R4291;R1538', 'R2153', 'R4063')",1.3030293581614933e-05
238,"('R4291;R1538', 'R2264', 'R1334')",1.2818832949975698e-05
239,"('R4291;R1538', 'R1334', 'R1434')",0.00011992294422188477
240,"('R4291;R1538', 'R4291', 'R3715')",3078.242340640191
241,"('R4291;R1538', 'R3715', 'R4291')",8.921114482125815e-07
242,"('R4291;R1538', 'R4291', 'R4063')",3090.6913285500996
243,"('R4291;R1538', 'R1993', 'R2264')",3.1759444709756343e-05
244,"('R4291;R1538', 'R2428', 'R3595')",4.865123592846732e-05
245,"('R4291;R1538', 'R4114', 'R4272')",5.984248540538193e-06
246,"('R4291;R1538', 'R1532', 'R3591')",6.358578502812433e-05
247,"('R4291;R1538', 'R1321', 'R2153')",0.0005888397525666926
248,"('R4291;R1538', 'R1321', 'R3591')",3.29282783761839e-05
249,"('R4291;R1538', 'R3536', 'R1993')",1.2349986528124694e-05
250,"('R4291;R1538', 'R3457', 'R1184')",0.000298511904535173
251,"('R4291;R1538', 'R3591', 'R1532')",2.3466683831775855e-05
252,"('R4291;R1538', 'R3591', 'R1321')",9.117665980996463e-06
253,"('R4291;R1538', 'R3457', 'R3449')",3.67917540799845e-05
254,"('R4291;R1538', 'R4114', 'R2057')",3.726481273144453e-06
255,"('R4291;R1538', 'R2057', 'R1321')",4.416925321709927e-06
256,"('R4291;R1538', 'R2264', 'R2752')",1.6293688135305074e-05
257,"('R4291;R1538', 'R4130', 'R2057')",3.833573381704682e-06
258,"('R4291;R1538', 'R4114', 'R2951')",5.884233566431141e-06
259,"('R4291;R1538', 'R3449', 'R3457')",1.8573610319639316e-05
260,"('R4291;R1538', 'R2264', 'R3536')",3.0899200789085815e-05
261,"('R4291;R1538', 'R2153', 'R1321')",0.00011128395434147916
262,"('R4291;R1538', 'R3536', 'R2264')",1.0809998562265564e-05
263,"('R4291;R1538', 'R3664', 'R4130')",7.358580280221336e-05
264,"('R4291;R1538', 'R4130', 'R2951')",6.16361707696513e-06
265,"('R4291;R1538', 'R3691', 'R3403')",0.0008472999069565551
266,"('R4291;R1538', 'R1321', 'R2057')",7.534606233630698e-06
267,"('R4291;R1538', 'R1434', 'R3195')",0.0011208218257852003
268,"('R4291;R1538', 'R1532', 'R3403')",3.873275639884755e-05
269,"('R4291;R1538', 'R1532', 'R2057')",5.021145775726266e-06
270,"('R4291;R1538', 'R3591', 'R3392')",1.4189646962313904e-05
271,"('R4291;R1538', 'R2057', 'R4130')",1.1466004356041537e-05
272,"('R4291;R1538', 'R2428', 'R1184')",0.12990035221157525
273,"('R4291;R1538', 'R3691', 'R3372')",0.001223461488991065
274,"('R4291;R1538', 'R2057', 'R4114')",1.3111309423247468e-05
275,"('R4291;R1538', 'R3457', 'R3860')",0.000298511904535173
276,"('R4291;R1538', 'R3591', 'R4114')",14.079786372704596
277,"('R4291;R1538', 'R4040', 'R1993')",4.2930914760838784e-05
278,"('R4291;R1538', 'R2428', 'R3860')",0.12990035221157525
279,"('R4291;R1538', 'R2057', 'R3392')",4.341636111313273e-06
280,"('R4291;R1538', 'R1532', 'R2951')",1.0075166230794979e-05
281,"('R4291;R1538', 'R1419', 'R4114')",4.228060030920545e-06
282,"('R4291;R1538', 'R2264', 'R3313')",1.3933424617824446e-05
283,"('R4291;R1538', 'R3595', 'R1993')",1.2350521316429758e-05
284,"('R4291;R1538', 'R2153', 'R3591')",2.530424629948729e-05
285,"('R4291;R1538', 'R4114', 'R4130')",9.127860970465404e-05
286,"('R4291;R1538', 'R2057', 'R2153')",4.6040688702226795e-06
287,"('R4291;R1538', 'R3664', 'R3392')",6.103671737207458e-06
288,"('R4291;R1538', 'R2057', 'R1532')",4.148788089664442e-06
289,"('R4291;R1538', 'R3591', 'R2153')",9.018871067631901e-06
290,"('R4291;R1538', 'R4114', 'R3591')",5.540087523348999e-06
291,"('R4291;R1538', 'R2153', 'R2057')",7.602750292160855e-06
292,"('R4291;R1538', 'R4114', 'R1419')",72.58810045931283
293,"('R4291;R1538', 'R3403', 'R3691')",0.0012234614889910646
294,"('R4291;R1538', 'R3935', 'R3403')",0.039338594260740704
295,"('R4291;R1538', 'R3392', 'R3664')",1.8168508687446864e-06
296,"('R4291;R1538', 'R4130', 'R3664')",1.5497891924069554e-06
297,"('R4291;R1538', 'R2951', 'R4130')",6.007044770170882e-05
298,"('R4291;R1538', 'R2951', 'R4114')",0.0001863358738366338
299,"('R4291;R1538', 'R2951', 'R3392')",6.244928529051568e-06
300,"('R4291;R1538', 'R1993', 'R4040')",4.9086903704103965e-05
301,"('R4291;R1538', 'R2752', 'R2264')",1.752716432170917e-05
302,"('R4291;R1538', 'R3403', 'R1532')",0.0006267783774763947
303,"('R4291;R1538', 'R3860', 'R3457')",0.1299003522115752
304,"('R4291;R1538', 'R3313', 'R2264')",2.6833555339719115e-05
305,"('R4291;R1538', 'R3240', 'R3195')",0.0023047332006596146
306,"('R4291;R1538', 'R4130', 'R4114')",8.69641219059173
307,"('R4291;R1538', 'R1184', 'R3457')",0.1299003522115752
308,"('R4291;R1538', 'R1184', 'R2428')",0.00029851190453517354
309,"('R4291;R1538', 'R1993', 'R3595')",9.803832019026556e-06
310,"('R4291;R1538', 'R1993', 'R3536')",1.7139349728504084e-05
311,"('R4291;R1538', 'R2752', 'R3372')",0.0012784575238720232
312,"('R4291;R1538', 'R3240', 'R1992')",0.00015078670174297544
313,"('R4291;R1538', 'R2951', 'R1532')",5.85359645694891e-06
314,"('R4291;R1538', 'R1993', 'R3313')",2.606921484177642e-05
315,"('R4291;R1538', 'R1992', 'R3240')",5.2076702385137744e-05
316,"('R4291;R1538', 'R3313', 'R1993')",2.8557720373685133e-05
317,"('R4291;R1538', 'R3195', 'R1434')",0.00012235986453749552
318,"('R4291;R1538', 'R3195', 'R3240')",0.00012160430558702816
319,"('R4291;R1538', 'R3403', 'R3935')",2.8942428879100347e-05
320,"('R4291;R1538', 'R3392', 'R3591')",3.782153319623101e-05
321,"('R4291;R1538', 'R3860', 'R2428')",0.00029851190453517354
322,"('R4291;R1538', 'R3392', 'R3372')",2.926221215466476e-05
323,"('R4291;R1538', 'R3372', 'R3392')",3.7296892212059554e-05
324,"('R4291;R1538', 'R3935', 'R1684')",0.007830448628618225
325,"('R4291;R1538', 'R3392', 'R2951')",1.3978779419628543e-05
326,"('R4291;R1538', 'R3392', 'R2057')",5.829998515450665e-06
327,"('R4291;R1538', 'R3372', 'R3691')",0.0008472999069565547
328,"('R4291;R1538', 'R3372', 'R2752')",8.3571420642141e-05
329,"('R4291;R1538', 'R1684', 'R3935')",9.532780314851761e-05
330,"('R4291;R1538', 'R1321', 'R3664')",1.9620299494774277e-06
331,"('R4291;R1538', 'R3945', 'R1434')",6.504036594415084e-05
332,"('R4291;R1538', 'R2153', 'R3664')",1.9689362508945065e-06
333,"('R4291;R1538', 'R1321', 'R3822')",0.0011827863922394821
334,"('R4291;R1538', 'R1434', 'R1992')",0.00014178555581301753
335,"('R4291;R1538', 'R2224', 'R3945')",0.00020897385489990303
336,"('R4291;R1538', 'R2224', 'R1334')",0.0002658558536492808
337,"('R4291;R1538', 'R3067', 'R2264')",6.3503185303653e-05
338,"('R4291;R1538', 'R3067', 'R1993')",1.871868919540978e-05
339,"('R4291;R1538', 'R3595', 'R3715')",1.6524214377192965e-05
340,"('R4291;R1538', 'R1784', 'R2428')",0.0003904047072161161
341,"('R4291;R1538', 'R3945', 'R2224')",0.00026585585364928067
342,"('R4291;R1538', 'R3195', 'R2264')",3.107569799877164e-05
343,"('R4291;R1538', 'R1437', 'R1993')",3.4599366790788563e-05
344,"('R4291;R1538', 'R4291', 'R4130')",2364.038280686691
345,"('R4291;R1538', 'R1321', 'R1874')",0.0011827863922394828
346,"('R4291;R1538', 'R3670', 'R3715')",0.00026319505343147705
347,"('R4291;R1538', 'R3664', 'R1321')",6.271260209208084e-06
348,"('R4291;R1538', 'R1437', 'R2264')",3.217972175396118e-05
349,"('R4291;R1538', 'R2153', 'R2951')",3.2270266178578285e-05
350,"('R4291;R1538', 'R3670', 'R4063')",0.08744889394424561
351,"('R4291;R1538', 'R2153', 'R3822')",0.00022201932589917142
352,"('R4291;R1538', 'R1321', 'R2951')",3.057573139739482e-05
353,"('R4291;R1538', 'R2337', 'R1532')",0.00018702475686329008
354,"('R4291;R1538', 'R1434', 'R3945')",0.00044013281781736784
355,"('R4291;R1538', 'R2337', 'R3392')",7.176812696857196e-05
356,"('R4291;R1538', 'R2428', 'R3200')",0.06541030796649952
357,"('R4291;R1538', 'R3372', 'R1211')",0.000844273699673406
358,"('R4291;R1538', 'R2428', 'R1784')",0.044382328501386965
359,"('R4291;R1538', 'R2951', 'R1321')",6.402536860919656e-06
360,"('R4291;R1538', 'R3999', 'R3392')",7.176812696857199e-05
361,"('R4291;R1538', 'R1874', 'R2153')",0.0011827863922394826
362,"('R4291;R1538', 'R1684', 'R2752')",0.007179320078910524
363,"('R4291;R1538', 'R1061', 'R3457')",0.04502775972477934
364,"('R4291;R1538', 'R1123', 'R2428')",0.00023206923796782698
365,"('R4291;R1538', 'R3392', 'R3999')",0.0001870247568632899
366,"('R4291;R1538', 'R1419', 'R4130')",4.09902352226417e-06
367,"('R4291;R1538', 'R4114', 'R3664')",1.5313373109929256e-06
368,"('R4291;R1538', 'R1419', 'R4063')",2.603108384370996e-06
369,"('R4291;R1538', 'R1532', 'R2337')",7.176812696857204e-05
370,"('R4291;R1538', 'R1538', 'R4291')",2.4993589786962736e-07
371,"('R4291;R1538', 'R3403', 'R1211')",0.0012178658575396828
372,"('R4291;R1538', 'R1419', 'R3715')",2.5951093777572504e-06
373,"('R4291;R1538', 'R1334', 'R3289')",0.00020897385489990314
374,"('R4291;R1538', 'R3715', 'R1772')",0.08744889394424556
375,"('R4291;R1538', 'R3715', 'R3595')",49.932038318594785
376,"('R4291;R1538', 'R3999', 'R1532')",0.0001870247568632899
377,"('R4291;R1538', 'R3591', 'R4130')",3.8237641686185007
378,"('R4291;R1538', 'R3664', 'R2153')",6.690209957078184e-06
379,"('R4291;R1538', 'R1874', 'R1321')",0.00022201932589917023
380,"('R4291;R1538', 'R2429', 'R3935')",5.399602092232255e-05
381,"('R4291;R1538', 'R1334', 'R2224')",0.00020897385489990303
382,"('R4291;R1538', 'R2428', 'R1123')",0.12284151038131713
383,"('R4291;R1538', 'R3715', 'R3670')",0.08744889394424563
384,"('R4291;R1538', 'R2951', 'R2153')",6.805561116670126e-06
385,"('R4291;R1538', 'R3935', 'R2429')",0.0070686335273559674
386,"('R4291;R1538', 'R1532', 'R3999')",7.176812696857199e-05
387,"('R4291;R1538', 'R3715', 'R1419')",309.8692361257503
388,"('R4291;R1538', 'R4291', 'R1538')",7754.085979976907
389,"('R4291;R1538', 'R1992', 'R1434')",5.215925752663557e-05
390,"('R4291;R1538', 'R1993', 'R1437')",2.3705763741028703e-05
391,"('R4291;R1538', 'R3392', 'R2337')",0.0001870247568632898
392,"('R4291;R1538', 'R4291', 'R4114')",2359.955512159778
393,"('R4291;R1538', 'R2264', 'R1437')",1.2836144845423779e-05
