R1000;R3696,R1000;R1002;R2000;R3696,0.44626593806775633
R1000;R3696,R1000;R1002;R2001;R3696,0.387067395265577
R1000;R3696,R1000;R1003;R2002;R3696,0.16666666666666666
R1111;R3696,R1111;R1003;R2002;R3696,0.31578947365642573
R1111;R3696,R1111;R4040;R2002;R3696,0.6842105263435743
