timestamp,flowName,path,ratio
Tue 00:00:00,R1000;R3696,R1000;R1002;R2000;R3696,0.3872761630439366
Tue 00:00:00,R1000;R3696,R1000;R1002;R2001;R3696,0.3359027944761769
Tue 00:00:00,R1000;R3696,R1000;R1003;R2002;R3696,0.2768210424798865
